Lines,Lon,VehicleNumber,Time,Lat,Brigade,v,SpeedingsNearby
502,21.0538246,7861,2024-06-20 16:01:28,52.2262864,719,56.83176682212494,18.0
704,21.1329126,7847,2024-06-20 16:06:21,52.2315151,2,59.36263914849266,18.0
411,21.0519197,7844,2024-06-20 16:18:54,52.2260174,463,56.48930480930308,18.0
411,21.1351139,7844,2024-06-20 16:02:04,52.2307987,463,56.27727339686236,18.0
326,20.992241,9438,2024-06-20 16:04:20,52.285763,2,54.37591128104653,18.0
114,20.993481,9926,2024-06-20 15:50:00,52.286663,1,50.11933457591288,17.0
186,20.995819,9937,2024-06-20 16:06:23,52.296967,11,61.02765287665315,17.0
186,20.999939,9927,2024-06-20 15:52:01,52.293678,1,56.1950906315635,17.0
504,21.017135,8523,2024-06-20 16:10:50,52.1668467,3,68.74809611645193,17.0
705,20.988003,8460,2024-06-20 15:54:23,52.283848,07,60.08135326601714,17.0
523,21.072638,2228,2024-06-20 16:12:24,52.23127,714,53.62745981908078,17.0
523,21.053413,2228,2024-06-20 16:09:23,52.226231,714,59.21574521739881,17.0
192,21.017403,1026,2024-06-20 16:06:12,52.156647,06,58.98922145526757,17.0
119,21.075241,1414,2024-06-20 16:01:30,52.203812,2,70.1082876569243,17.0
168,21.090382,1423,2024-06-20 15:48:48,52.213139,08,56.04166128891374,17.0
119,21.076489,1993,2024-06-20 16:18:12,52.204141,07,51.83536993710018,17.0
504,21.017155,2015,2024-06-20 16:14:39,52.163311,012,55.61240683013085,17.0
504,21.017284,2015,2024-06-20 16:14:54,52.16111,012,58.77555812310115,17.0
192,21.0174674,1026,2024-06-20 16:04:56,52.1673845,06,67.5415750207766,17.0
192,21.0179995,1026,2024-06-20 15:53:39,52.1666226,06,50.844581188927606,17.0
523,21.049267,6206,2024-06-20 15:53:37,52.225475,10,59.58151883220678,17.0
523,21.051802,6206,2024-06-20 15:53:26,52.225994,10,58.11874129013367,17.0
723,20.999456,5456,2024-06-20 16:00:52,52.293621,476,51.694126890224936,17.0
141,21.076025,5259,2024-06-20 16:15:31,52.233431,6,55.11212196946767,17.0
523,21.044506,5245,2024-06-20 16:02:49,52.224421,11,53.13353112270944,17.0
414,20.977916,5208,2024-06-20 16:11:20,52.279384,04,51.07527145993374,17.0
134,20.993795,4413,2024-06-20 15:59:21,52.286495,2,58.5807480117149,17.0
134,20.988216,4413,2024-06-20 15:58:51,52.283955,2,67.78142567233168,17.0
134,20.97761,4402,2024-06-20 15:53:01,52.279407,3,58.137387415347675,17.0
134,20.991354,4402,2024-06-20 15:51:14,52.285698,3,64.83878964158477,17.0
735,20.9937611,3440,2024-06-20 16:18:05,52.2865203,62,55.91986644410279,17.0
112,20.9770801,3439,2024-06-20 16:23:13,52.2790328,3,74.89326367116382,17.0
414,20.9887891,3424,2024-06-20 15:57:30,52.2842281,06,56.12245622861434,17.0
518,20.9987783,3414,2024-06-20 16:20:36,52.288665,3,62.49713623896516,17.0
518,20.9772256,3414,2024-06-20 16:18:25,52.2787891,3,55.09106899353736,17.0
188,21.044012,2248,2024-06-20 16:18:27,52.224434,5,51.91854560347088,17.0
132,20.9969,8445,2024-06-20 16:12:14,52.2882,1,54.303962666868806,17.0
731,20.9989629,8442,2024-06-20 16:22:14,52.2944637,480,68.62287743536825,17.0
504,21.01754,8362,2024-06-20 15:59:36,52.163429,010,53.300188864833984,17.0
709,21.0180418,8328,2024-06-20 16:14:26,52.1667025,2,57.125758604626206,17.0
138,21.0444648,8325,2024-06-20 16:07:23,52.2245238,9,51.78040369171039,17.0
509,20.9995544,7868,2024-06-20 15:49:17,52.2934861,9,55.97141376610073,17.0
525,21.0518414,7837,2024-06-20 15:49:02,52.2258436,4,55.209502485741424,17.0
520,21.0291029,7825,2024-06-20 16:02:28,52.2203552,7,51.12017988678668,17.0
402,21.075294,7814,2024-06-20 16:05:47,52.2039474,4,56.0517392370762,17.0
514,21.0516964,7800,2024-06-20 16:20:05,52.2259602,3,64.1849317607592,17.0
402,21.0751624,7757,2024-06-20 15:55:38,52.2039764,014,74.94021334543031,17.0
411,21.0446891,7312,2024-06-20 16:06:57,52.2245297,04,55.78537449540554,17.0
411,21.0509471,7312,2024-06-20 16:06:28,52.2258095,04,55.59586372764207,17.0
414,20.977974,7231,2024-06-20 15:51:17,52.279533,03,63.7599688586612,17.0
414,20.991341,7231,2024-06-20 15:49:40,52.285679,03,63.044630702660484,17.0
186,20.991446,7203,2024-06-20 16:00:52,52.285732,017,53.471195422231354,17.0
114,20.998823,9926,2024-06-20 15:49:25,52.289074,1,64.64834558907948,17.0
516,20.995087,9420,2024-06-20 15:58:21,52.297707,1,58.51047479536434,17.0
739,21.0176773,9346,2024-06-20 16:13:33,52.163488,4,69.03872849293057,17.0
739,21.017239,9329,2024-06-20 16:18:28,52.160969,3,56.444681448387485,17.0
211,20.995089,9078,2024-06-20 16:13:35,52.297722,08,65.01147781325182,17.0
211,20.999746,9071,2024-06-20 16:14:06,52.293423,3,59.6593307034857,17.0
211,20.995752,9071,2024-06-20 16:13:36,52.297138,3,63.93851751318901,17.0
709,21.0173018,8896,2024-06-20 16:22:20,52.1565868,8,68.77060500608626,17.0
709,21.0171523,8896,2024-06-20 16:21:50,52.1616,8,51.436607062113474,17.0
709,21.0170536,8896,2024-06-20 16:21:09,52.164305,8,59.42184367262118,17.0
709,21.0176956,8896,2024-06-20 15:53:36,52.1634905,8,63.513390880733844,17.0
709,21.0176386,8896,2024-06-20 15:53:21,52.1611108,8,64.84776740258214,17.0
143,21.0446718,8855,2024-06-20 16:06:20,52.2245633,6,50.04383334815053,17.0
504,21.0172023,8806,2024-06-20 16:08:43,52.1615905,6,55.761437979655085,17.0
186,20.993486,9937,2024-06-20 16:08:21,52.286671,11,64.558582678581,17.0
186,20.977587,9937,2024-06-20 16:12:38,52.279385,11,63.591316302877,17.0
134,20.996693,4413,2024-06-20 15:59:37,52.287823,2,55.41616390514633,16.0
134,20.987104,4413,2024-06-20 15:58:46,52.283451,2,53.87470767352753,16.0
123,21.049069,4328,2024-06-20 16:13:00,52.2437911,1,56.27400553030531,16.0
735,20.9967298,3440,2024-06-20 16:18:20,52.2878691,62,60.36754994401228,16.0
414,20.97822,5212,2024-06-20 16:23:22,52.279533,05,56.3335230584015,16.0
705,20.997437,5421,2024-06-20 15:55:50,52.288471,1,54.86053168267786,16.0
521,21.1353245,7744,2024-06-20 16:09:27,52.2307321,010,57.149022493949445,16.0
525,21.0286925,7740,2024-06-20 15:55:51,52.220237,7,51.0200795059367,16.0
186,20.997406,5211,2024-06-20 16:20:24,52.28842,018,51.44355458641418,16.0
134,20.998783,4413,2024-06-20 15:59:47,52.288773,2,63.75841998591759,16.0
188,21.0295991,7850,2024-06-20 15:52:02,52.22049,3,51.28343445859066,16.0
143,21.0369229,7845,2024-06-20 16:23:15,52.222131,5,67.7566617843335,16.0
143,21.033848,7845,2024-06-20 16:23:03,52.2213712,5,67.37469969783028,16.0
502,21.0509999,7839,2024-06-20 16:15:41,52.2258392,462,58.63425304662683,16.0
188,21.0760092,7838,2024-06-20 15:58:59,52.2336169,4,50.16446966528469,16.0
168,21.0753422,7827,2024-06-20 16:20:40,52.2039914,2,62.34768539478345,16.0
525,21.0308476,7826,2024-06-20 15:54:32,52.2206367,5,54.20544278207574,16.0
182,21.0287221,7818,2024-06-20 15:51:29,52.2202558,7,60.488250337626425,16.0
514,21.0369761,7800,2024-06-20 16:21:18,52.2223823,3,58.24153554984758,16.0
331,21.017725,1997,2024-06-20 16:23:15,52.163189,05,65.57091410208791,16.0
119,21.090586,1993,2024-06-20 16:16:11,52.213296,07,53.43749467732052,16.0
331,21.0177171,1990,2024-06-20 16:09:15,52.1633712,04,58.35437023399983,16.0
402,21.07423,8356,2024-06-20 16:12:20,52.203685,8,68.69631086147989,16.0
148,21.0762567,8342,2024-06-20 15:49:57,52.203945,6,52.61261269826445,16.0
E-1,21.0543152,7733,2024-06-20 16:11:49,52.2266424,01,50.832077512130574,16.0
151,21.029608,7324,2024-06-20 16:22:50,52.220535,1,50.48787323143747,16.0
523,21.043963,8579,2024-06-20 16:12:09,52.224331,12,52.97711935461124,16.0
502,21.1441546,8564,2024-06-20 16:14:55,52.2268779,09,52.30934949855507,16.0
705,20.999954,8460,2024-06-20 15:55:24,52.289013,07,57.27734769430456,16.0
402,21.090424,8356,2024-06-20 16:14:20,52.212993,8,67.13397683871996,16.0
709,21.017667,8310,2024-06-20 16:08:19,52.1632116,014,68.38619429509048,16.0
414,20.9903189,5449,2024-06-20 16:10:58,52.2848972,07,62.5891519020915,16.0
138,21.0338891,8325,2024-06-20 16:09:33,52.2215638,9,57.34322420970441,16.0
143,21.0760123,8311,2024-06-20 16:12:22,52.2333828,4,63.89630798590649,16.0
112,21.002338,5443,2024-06-20 16:06:56,52.29015,7,53.199599616365155,16.0
112,20.9769,5443,2024-06-20 16:04:05,52.278633,7,56.50557426283105,16.0
402,21.0764434,7866,2024-06-20 15:53:51,52.2039494,6,71.50452986626856,16.0
143,21.0510807,7870,2024-06-20 16:00:03,52.2256772,3,54.04880431852256,16.0
143,21.0762777,7870,2024-06-20 16:04:08,52.2335284,3,66.84951633767557,16.0
504,21.016667,8885,2024-06-20 15:54:31,52.1663986,011,51.831274216376855,16.0
151,21.0369587,7864,2024-06-20 16:18:43,52.2221376,3,50.09452290324747,16.0
143,21.0495718,7857,2024-06-20 16:12:38,52.2255423,7,54.275720377391984,16.0
186,20.998571,9937,2024-06-20 16:07:46,52.289112,11,93.85064519023109,16.0
326,20.977848,9440,2024-06-20 15:56:26,52.279522,3,59.31736760267834,16.0
326,20.989964,9440,2024-06-20 15:54:49,52.285091,3,55.66989261604807,16.0
326,20.999359,9440,2024-06-20 15:53:34,52.293594,3,51.930399490842014,16.0
326,20.997597,9415,2024-06-20 16:18:06,52.288601,06,52.66887227959265,16.0
326,20.999435,9438,2024-06-20 16:04:57,52.288883,2,56.182776559994586,16.0
326,20.99655,9438,2024-06-20 16:04:42,52.287735,2,59.8976779398256,16.0
516,20.997869,9420,2024-06-20 15:58:41,52.295116,1,62.0405177930714,16.0
525,21.0514847,7753,2024-06-20 16:09:37,52.225921,8,61.36798856712792,16.0
125,21.1440409,7758,2024-06-20 15:52:52,52.2269102,2,58.105451087249605,16.0
167,21.075532,7750,2024-06-20 15:48:26,52.2040112,013,58.69347881968977,16.0
709,21.0174461,8891,2024-06-20 16:13:43,52.167308,012,66.29901499033377,16.0
739,21.017269,9304,2024-06-20 15:51:58,52.16106,1,52.69459237290352,16.0
514,21.051546,7884,2024-06-20 15:49:45,52.225918,2,50.480433266674915,16.0
520,21.0545578,8850,2024-06-20 16:02:21,52.2264168,011,58.86855055125359,16.0
132,20.9911317,8580,2024-06-20 15:55:17,52.2855967,4,56.290198040086295,16.0
520,21.0508836,7882,2024-06-20 16:06:12,52.2258117,8,58.56191649890593,16.0
211,20.999475,9082,2024-06-20 15:52:33,52.293571,1,56.59485104041691,16.0
739,21.018007,9329,2024-06-20 15:50:23,52.166698,3,52.30707395381756,16.0
402,21.075422,7321,2024-06-20 16:17:36,52.204044,013,58.40921698603676,16.0
182,21.029503,7303,2024-06-20 16:10:59,52.220451,9,52.4374587008481,16.0
148,21.076529,7255,2024-06-20 16:17:05,52.203983,8,54.05300967489539,16.0
187,21.033901,6239,2024-06-20 15:58:10,52.221573,4,52.47401797034578,16.0
518,20.9902,5992,2024-06-20 15:58:24,52.2848,2,53.153135609199104,16.0
518,20.9879,5992,2024-06-20 15:58:11,52.2838,2,71.33209069996748,16.0
518,20.999067,5977,2024-06-20 16:03:05,52.294514,011,62.07024985315046,16.0
132,20.987732,5453,2024-06-20 16:12:49,52.283779,09,61.82206105592122,16.0
132,20.996952,5453,2024-06-20 16:13:35,52.287975,09,88.68323393972138,16.0
509,20.9950513,3421,2024-06-20 16:14:27,52.2977906,12,61.3467455380884,16.0
523,21.037575,2228,2024-06-20 16:05:23,52.222347,714,53.05884158663064,16.0
148,21.074991,2018,2024-06-20 16:08:19,52.203945,4,68.13742276911702,16.0
123,21.0493001,1816,2024-06-20 15:57:56,52.2431766,6,53.52581274558978,16.0
156,20.9898736,1500,2024-06-20 15:56:01,52.28499,2,51.300983177374114,16.0
192,21.017416,1064,2024-06-20 16:22:15,52.167194,2,57.88752863757262,16.0
192,21.0176932,1026,2024-06-20 15:53:14,52.1633332,06,58.29774180469132,16.0
168,21.075396,2023,2024-06-20 16:04:28,52.203995,1,60.066931694020056,16.0
168,21.0908784,2025,2024-06-20 16:01:28,52.2132692,3,64.29889605798118,16.0
521,21.1770251,7744,2024-06-20 15:59:11,52.1953316,010,58.25760296307621,15.0
521,21.1771087,7739,2024-06-20 16:21:18,52.1952221,09,62.992610882406446,15.0
521,21.1769749,7739,2024-06-20 16:21:17,52.1953564,09,52.833977551960885,15.0
402,21.05835,7321,2024-06-20 16:18:49,52.201378,013,56.168453406640396,15.0
125,21.144171,7333,2024-06-20 16:15:00,52.226757,4,98.57392716462593,15.0
520,21.1071869,7747,2024-06-20 16:01:03,52.2335781,4,50.62938877770324,15.0
123,21.0489918,1119,2024-06-20 15:56:29,52.2438896,07,60.11703842520325,15.0
414,20.987045,7231,2024-06-20 15:50:04,52.283718,03,54.69175957280865,15.0
182,21.02977,6243,2024-06-20 15:59:25,52.220543,8,55.949802306864235,15.0
168,21.085106,2023,2024-06-20 16:03:33,52.208538,1,55.52874772968766,15.0
119,21.074682,1414,2024-06-20 16:01:28,52.203739,2,62.68183419837179,15.0
520,21.1203635,7747,2024-06-20 16:03:32,52.2324839,4,51.86183772766987,15.0
119,21.0591947,1414,2024-06-20 15:59:25,52.201308,2,66.61562546651174,15.0
319,21.176874,1204,2024-06-20 15:54:30,52.195526,01,60.56797252022011,15.0
187,21.043921,2239,2024-06-20 16:11:47,52.223965,5,52.328135520761826,15.0
319,21.17712,1996,2024-06-20 15:50:05,52.195328,03,52.69601068182783,15.0
414,20.986944,3424,2024-06-20 15:57:20,52.2833965,06,54.68772524630668,15.0
134,20.977184,4402,2024-06-20 16:18:02,52.278675,3,52.83199805586684,15.0
132,21.0001255,3419,2024-06-20 16:03:49,52.2894061,3,69.31695381006853,15.0
319,21.176605,1996,2024-06-20 16:22:51,52.195782,03,53.45436605568125,15.0
509,20.9956598,3468,2024-06-20 15:55:38,52.297411,020,55.813744045198305,15.0
192,21.017447,1028,2024-06-20 15:50:50,52.156403,1,52.5423721934811,15.0
138,21.049114,5420,2024-06-20 16:23:15,52.243923,4,51.72403976844686,15.0
159,21.058253667,9525,2024-06-20 16:22:49,52.200948833,7,57.026757439939,15.0
326,20.998053,9415,2024-06-20 16:17:14,52.294891,06,58.657447004506054,15.0
168,21.076641,1423,2024-06-20 15:50:39,52.204166,08,55.30356386648952,15.0
166,21.0493767,1531,2024-06-20 15:50:30,52.2433133,012,63.471853876428376,15.0
168,21.1072762,7827,2024-06-20 16:08:46,52.2338444,2,50.897348217465115,15.0
168,21.0906541,7827,2024-06-20 16:18:43,52.2133452,2,68.82285722930811,15.0
331,21.0173387,1904,2024-06-20 15:49:40,52.1563292,01,56.925862127451246,15.0
168,21.1073759,7827,2024-06-20 15:54:49,52.2335402,2,60.28237565285247,15.0
402,21.0903841,7866,2024-06-20 15:55:51,52.2129152,6,68.81953558354274,15.0
525,21.107287,7873,2024-06-20 16:08:00,52.2338536,012,69.92272028768538,15.0
525,21.0493304,7873,2024-06-20 16:18:43,52.225485,012,53.15662340171917,15.0
182,21.0514783,7874,2024-06-20 16:08:21,52.2257605,4,51.03365207863596,15.0
112,20.996887,5443,2024-06-20 16:06:26,52.287964,7,56.17996156749488,15.0
132,20.999331,5453,2024-06-20 16:13:45,52.289051,09,72.44669131355026,15.0
525,21.1327056,7837,2024-06-20 16:02:42,52.2316184,4,61.863626175245,15.0
151,21.0305237,7841,2024-06-20 15:52:26,52.2207285,07,50.324862803316286,15.0
411,21.079031,7305,2024-06-20 16:02:38,52.204742,04,50.5644472455125,15.0
188,21.0547766,7728,2024-06-20 16:01:28,52.2264453,6,52.40616255291498,15.0
125,21.14425,7758,2024-06-20 15:52:51,52.2268419,2,58.290271209831964,15.0
402,21.0907322,7757,2024-06-20 15:53:51,52.213398,014,75.24384971598826,15.0
159,21.057418333,9561,2024-06-20 16:12:49,52.2011755,2,63.676039566068624,15.0
411,21.090103,7305,2024-06-20 15:59:35,52.212959,04,62.34656879776476,15.0
502,21.0214905,7754,2024-06-20 16:09:35,52.2184871,1,94.58225621831667,15.0
525,21.1329624,7753,2024-06-20 15:52:26,52.2317397,8,59.81294055856977,15.0
521,21.176674,7250,2024-06-20 16:14:42,52.195698,5,62.10217106954309,15.0
514,21.0305934,7800,2024-06-20 16:22:14,52.2207498,3,51.72489443906717,15.0
525,21.0495272,7826,2024-06-20 15:57:58,52.2253634,5,92.0604808796549,15.0
182,21.0329909,7759,2024-06-20 15:56:13,52.2211735,3,51.96183949733379,15.0
402,21.058095,8356,2024-06-20 16:11:20,52.201063,8,56.721548840165966,15.0
727,21.017413,8501,2024-06-20 16:08:27,52.156296,04,58.69707936714362,15.0
411,21.12096,7305,2024-06-20 15:54:25,52.232471,04,54.751177550787375,15.0
112,20.987503,9916,2024-06-20 15:56:15,52.28363,013,62.431918945552624,15.0
522,21.0173783,8518,2024-06-20 16:11:07,52.1563683,011,57.03261128016186,15.0
402,21.05833,8577,2024-06-20 15:57:25,52.20112,7,55.603580428439074,15.0
518,20.97826,8584,2024-06-20 16:08:46,52.2797133,6,52.68436818264162,15.0
114,21.003235,9941,2024-06-20 16:18:44,52.290325,011,58.673866818842704,14.0
186,20.996643,9937,2024-06-20 16:08:06,52.288128,11,62.91746026306123,14.0
504,21.017439,2015,2024-06-20 16:15:25,52.156227,012,62.24147695805193,14.0
414,20.967274,7231,2024-06-20 15:52:51,52.273792,03,53.61970095080148,14.0
148,21.089861,2018,2024-06-20 16:06:30,52.212818,4,72.97373195684224,14.0
723,21.003037,5984,2024-06-20 15:56:01,52.290333,01,64.25349539981704,14.0
518,20.9981,5992,2024-06-20 15:58:58,52.2884,2,68.5521728686382,14.0
186,20.999603,6231,2024-06-20 15:52:46,52.288935,014,56.51002105220196,14.0
518,20.998182,5977,2024-06-20 16:02:07,52.288441,011,69.00158636549222,14.0
414,21.0019267,5449,2024-06-20 16:12:01,52.2899514,07,68.25834125654532,14.0
723,20.995296,5456,2024-06-20 16:00:16,52.297512,476,53.74390731387955,14.0
504,21.016508,2015,2024-06-20 16:14:08,52.166538,012,54.90156123568198,14.0
319,21.176588,1996,2024-06-20 15:50:10,52.195877,03,51.12224221611816,14.0
132,20.9903785,3419,2024-06-20 16:03:04,52.2849831,3,53.85313104894407,14.0
735,20.9842643,3440,2024-06-20 16:17:15,52.2821763,62,60.60220704101509,14.0
520,21.1070968,3435,2024-06-20 16:23:25,52.2335838,5,57.88107854175264,14.0
168,21.083876,1423,2024-06-20 15:49:36,52.207279,08,60.92940803317962,14.0
119,21.057788,1993,2024-06-20 16:20:33,52.201333,07,51.67687167508761,14.0
156,20.986583,1500,2024-06-20 15:56:21,52.283482,2,51.96361572323324,14.0
225,21.1202293,1005,2024-06-20 16:13:32,52.232474,502,52.721239199862076,14.0
156,20.9785055,1500,2024-06-20 15:58:21,52.2797785,2,65.08909419279098,14.0
509,21.0492263,3445,2024-06-20 15:53:25,52.2433741,8,62.39644487701899,14.0
112,20.9966533,3460,2024-06-20 15:51:29,52.2880888,1,52.77305890129902,14.0
319,21.177247,4303,2024-06-20 16:09:58,52.1951314,04,58.53240109723466,14.0
735,20.9873381,3440,2024-06-20 16:17:30,52.2836105,62,62.68289413685089,14.0
414,20.9982316,3424,2024-06-20 15:58:20,52.2885283,06,59.31410349894106,14.0
331,21.017675,1992,2024-06-20 15:55:25,52.162735,03,57.62977226761436,14.0
123,21.049132,1519,2024-06-20 16:11:40,52.2435621,08,58.37951546076906,14.0
119,21.0939839,4306,2024-06-20 15:57:57,52.2154592,4,55.48859562698031,14.0
148,21.057932,2018,2024-06-20 16:10:30,52.201355,4,66.46799217040193,14.0
182,21.029867,2205,2024-06-20 16:21:49,52.220554,1,79.86765339725062,14.0
518,20.9984499,3414,2024-06-20 16:21:50,52.29502,3,55.49268935455449,14.0
525,21.0299559,7753,2024-06-20 16:11:49,52.2205754,8,51.76212367245582,14.0
502,21.0299606,7754,2024-06-20 16:08:24,52.2205669,1,51.96237326723044,14.0
402,21.1204699,7757,2024-06-20 15:49:54,52.2323182,014,53.11995710956134,14.0
402,21.0930695,7757,2024-06-20 15:53:40,52.2148894,014,63.24008732598621,14.0
402,21.0571624,7757,2024-06-20 15:56:39,52.2009705,014,65.33074169394999,14.0
521,21.1352529,7810,2024-06-20 15:58:59,52.2305487,08,55.646279123583284,14.0
402,21.0579644,7814,2024-06-20 16:06:57,52.2012342,4,57.6121920075375,14.0
520,21.1083884,7825,2024-06-20 15:49:28,52.2337132,7,51.91533966180153,14.0
525,21.054841,7826,2024-06-20 15:58:23,52.2264535,5,57.66699873188361,14.0
119,21.0909422,4306,2024-06-20 15:58:12,52.2135074,4,72.01725729727133,14.0
119,21.0747309,4306,2024-06-20 16:00:00,52.2039039,4,65.43486258917348,14.0
119,21.0572946,4306,2024-06-20 16:01:43,52.201119,4,78.38865369517168,14.0
134,20.967325,4402,2024-06-20 15:54:49,52.273876,3,58.58919705829375,14.0
523,21.021268,5231,2024-06-20 15:48:35,52.218348,023,51.38697061034653,14.0
518,20.984272,5977,2024-06-20 16:01:01,52.282085,011,66.6264977062371,14.0
402,21.087294,7321,2024-06-20 16:15:55,52.211048,013,57.11164306036448,14.0
402,21.089903,7321,2024-06-20 16:15:38,52.212872,013,61.03831895522773,14.0
138,21.0492936,8325,2024-06-20 15:58:08,52.2429821,9,57.23394698740622,14.0
709,21.0180923,8310,2024-06-20 16:08:44,52.167095,014,60.559645096817334,14.0
411,21.05814,7305,2024-06-20 16:04:07,52.201206,04,59.23393600280336,14.0
148,21.093466,7255,2024-06-20 16:19:11,52.214893,8,68.49314868103696,14.0
520,21.1084709,7882,2024-06-20 15:56:03,52.2337065,8,57.53966954856376,14.0
509,21.0494664,7868,2024-06-20 16:08:10,52.2426909,9,69.21127966814527,14.0
509,21.0492099,7858,2024-06-20 16:18:28,52.243297,10,57.217588599898775,14.0
509,21.0491417,7858,2024-06-20 16:18:27,52.2434337,10,52.76197628186874,14.0
411,21.0284119,7844,2024-06-20 16:21:18,52.2202106,463,53.796403315572434,14.0
186,20.990596,5211,2024-06-20 16:21:04,52.285325,018,51.93554545417292,14.0
525,21.1376269,7885,2024-06-20 16:19:27,52.2295592,319,53.28027548843871,14.0
514,21.021235,7884,2024-06-20 15:53:45,52.218358,2,51.12117253729673,14.0
125,21.1353651,7333,2024-06-20 16:13:37,52.2305532,4,59.35768137172971,14.0
521,21.1375775,7739,2024-06-20 16:08:24,52.229588,09,69.04566618333078,14.0
525,21.1083964,7753,2024-06-20 15:59:26,52.2336966,8,52.79574894604527,14.0
504,21.0176133,8546,2024-06-20 15:53:09,52.1629467,2,58.310934103975065,14.0
132,20.9784683,8580,2024-06-20 15:56:54,52.2798067,4,69.76938105585266,14.0
518,20.967355,8584,2024-06-20 16:10:19,52.2738783,6,54.56253198511652,14.0
138,21.0496583,8820,2024-06-20 15:51:10,52.2426905,3,68.72288044372658,14.0
525,21.1079586,8829,2024-06-20 15:49:12,52.23344,09,52.75491117968261,14.0
520,21.1071413,8848,2024-06-20 15:55:24,52.2335543,3,54.19207699662183,14.0
211,20.993679,9071,2024-06-20 16:13:21,52.299171,3,63.973122699264586,14.0
326,20.976833,9438,2024-06-20 16:02:26,52.278557,2,59.370440434608646,14.0
326,20.987549,9438,2024-06-20 16:03:55,52.283661,2,53.843182816255315,14.0
525,21.1375601,7826,2024-06-20 16:11:00,52.2295555,5,57.914751338579265,14.0
525,21.1452752,7835,2024-06-20 16:19:16,52.2266181,2,57.249559125809355,14.0
525,21.137829,7835,2024-06-20 16:20:38,52.2296493,2,57.96056686213466,14.0
525,21.0548875,7837,2024-06-20 15:49:16,52.2264624,4,56.208388161752126,14.0
134,20.990797,4402,2024-06-20 16:19:53,52.285118,3,53.68980328856033,14.0
134,20.999538,4402,2024-06-20 16:20:39,52.289108,3,56.014747287723694,14.0
509,20.99539,8452,2024-06-20 16:04:29,52.297523,11,87.88706443627676,14.0
132,20.966783,8445,2024-06-20 16:16:50,52.2735559,1,52.614189846030236,14.0
326,20.967165,9440,2024-06-20 15:57:55,52.273823,3,50.43508707307439,14.0
516,20.998291,9446,2024-06-20 16:14:41,52.294735,2,55.21554226826717,14.0
326,20.998528,9438,2024-06-20 16:06:19,52.294979,2,50.945258929706895,14.0
509,21.002605,8452,2024-06-20 16:05:22,52.290565,11,57.82931596041576,14.0
138,21.021815,8325,2024-06-20 16:11:33,52.2185858,9,56.39966760056706,14.0
148,21.0911667,8342,2024-06-20 15:51:47,52.213455,6,67.02246521476889,14.0
704,21.1453342,7843,2024-06-20 15:58:47,52.2266041,03,56.03373111876302,14.0
411,21.1437429,7844,2024-06-20 16:00:52,52.2270475,463,57.81731783910588,14.0
148,21.0585667,8350,2024-06-20 15:55:31,52.2015983,3,50.77372663677643,14.0
402,21.094061,8356,2024-06-20 16:14:40,52.215288,8,64.02619942126056,14.0
525,21.1377489,7837,2024-06-20 16:03:07,52.2295166,4,59.824230986894435,14.0
112,20.999483,9916,2024-06-20 15:57:15,52.289097,013,60.99871057223464,14.0
326,20.978415,9440,2024-06-20 15:56:23,52.2798,3,62.31551697049469,13.0
186,20.976549,9904,2024-06-20 16:00:17,52.278423,2,64.31031650871269,13.0
186,20.993803,9937,2024-06-20 16:06:08,52.298893,11,54.66855147367347,13.0
525,21.1320919,7826,2024-06-20 16:10:32,52.2318344,5,56.82471117707147,13.0
168,21.0935722,7827,2024-06-20 16:18:28,52.2152037,2,59.474707748866614,13.0
168,21.0836724,7827,2024-06-20 16:19:27,52.2071527,2,52.291684869470366,13.0
525,21.0915756,7873,2024-06-20 16:10:33,52.2356014,012,50.26206052386124,13.0
402,21.0570427,7883,2024-06-20 15:48:26,52.2009195,3,74.6066484255779,13.0
525,21.1354972,7885,2024-06-20 16:19:15,52.2304809,319,60.44451678339519,13.0
148,21.087611,8331,2024-06-20 16:14:07,52.2110291,7,51.006796638849146,13.0
148,21.0937161,8331,2024-06-20 16:14:52,52.2150835,7,52.037168520772205,13.0
402,21.079564,8356,2024-06-20 16:12:40,52.204745,8,68.7818788465909,13.0
402,21.124819,8356,2024-06-20 16:19:21,52.232413,8,58.788285621073754,13.0
516,20.975901,9437,2024-06-20 16:22:54,52.315521,3,55.22553387176015,13.0
509,21.0494801,3425,2024-06-20 15:55:59,52.2428841,3,54.424768718267515,13.0
735,20.9863176,3440,2024-06-20 16:17:25,52.283138,62,63.32812702734478,13.0
112,20.986323,3460,2024-06-20 15:52:24,52.2832993,1,65.26613602195135,13.0
119,21.0937825,4306,2024-06-20 15:57:58,52.2153282,4,72.04069053640531,13.0
168,21.0857798,4323,2024-06-20 16:17:16,52.2090165,4,52.307943201638075,13.0
168,21.089949,4323,2024-06-20 16:17:42,52.2126145,4,66.81604595047577,13.0
168,21.0937991,4323,2024-06-20 16:18:02,52.2150838,4,68.35205948647395,13.0
705,20.967394,5421,2024-06-20 16:00:13,52.273884,1,61.24181076292875,13.0
112,20.983974,5443,2024-06-20 16:05:15,52.282093,7,56.84593215895795,13.0
123,21.0486618,1119,2024-06-20 15:56:24,52.2446128,07,56.76106983946094,13.0
119,21.07881,1414,2024-06-20 16:01:42,52.204525,2,76.74245091581611,13.0
156,20.9767315,1501,2024-06-20 16:01:27,52.2784801,6,50.35241264017269,13.0
156,20.983414,1501,2024-06-20 16:02:37,52.2816903,6,53.00830660948222,13.0
