Lines,Lon,VehicleNumber,Time,Lat,Brigade,v,SpeedingsNearby
739,21.017126,9304,2024-06-20 15:51:27,52.165192,1,52.810017601641476,20.0
739,21.017284,9328,2024-06-20 16:03:30,52.166553,2,55.11888494600792,20.0
504,21.017378,2015,2024-06-20 16:15:04,52.159492,012,64.80994165535127,20.0
739,21.017277,9304,2024-06-20 15:51:17,52.166508,1,52.980496463812315,20.0
709,21.0176771,8896,2024-06-20 15:53:11,52.159491,8,67.23015224443537,20.0
709,21.0171438,8891,2024-06-20 16:14:03,52.1642081,012,62.15566618895051,20.0
504,21.0173513,8806,2024-06-20 16:09:17,52.1568715,6,55.569948103811534,20.0
504,21.017125,8806,2024-06-20 16:08:26,52.1639581,6,52.342504694967715,20.0
504,21.01772,8546,2024-06-20 15:53:25,52.1651667,2,55.56599880116868,20.0
504,21.017625,8546,2024-06-20 15:52:54,52.1607617,2,58.923459706715256,20.0
705,20.989149,8460,2024-06-20 15:54:28,52.28437,07,69.97710134504122,20.0
709,21.0178967,8346,2024-06-20 16:16:10,52.1652367,1,92.35505600017677,20.0
709,21.0177785,8328,2024-06-20 16:14:11,52.164568,2,74.19074973641077,20.0
182,21.072808,7887,2024-06-20 16:19:26,52.2313324,5,55.86390960271053,20.0
509,20.9977027,7868,2024-06-20 15:49:02,52.2952514,9,61.32653241570436,20.0
502,21.0727879,7861,2024-06-20 16:04:29,52.2313574,719,51.13880702120516,20.0
143,21.0451017,7845,2024-06-20 15:56:30,52.2246316,5,55.25626282399694,20.0
525,21.0451749,7730,2024-06-20 16:02:40,52.2246302,011,58.82143043023648,20.0
520,21.0755246,7747,2024-06-20 15:54:04,52.2329332,4,52.05320226932404,20.0
134,20.99568,4402,2024-06-20 16:20:18,52.287357,3,63.65656153653947,20.0
414,20.9953158,3424,2024-06-20 15:58:05,52.2872021,06,58.32225427514724,20.0
502,21.0728696,7708,2024-06-20 15:56:12,52.2313581,467,52.575687990535116,20.0
186,20.997523,6231,2024-06-20 15:54:06,52.29574,014,55.90860162341273,20.0
518,20.9956,5992,2024-06-20 15:58:47,52.2873,2,72.10075051106404,20.0
414,20.995527,5449,2024-06-20 16:11:24,52.287273,07,55.516007640472594,20.0
705,20.992348,5421,2024-06-20 15:56:24,52.286133,1,61.106640471746594,20.0
523,21.048811,5245,2024-06-20 16:02:28,52.225324,11,60.83639241190445,20.0
331,21.017801,1997,2024-06-20 16:23:25,52.164543,05,54.23297184760851,20.0
739,21.017693,1200,2024-06-20 15:53:12,52.159534,07,68.53674336875017,20.0
132,20.9955611,3419,2024-06-20 16:03:29,52.287357,3,65.63283222342035,20.0
521,21.1348104,7816,2024-06-20 16:18:43,52.2310044,011,50.62117650583473,20.0
151,21.0365777,7841,2024-06-20 16:08:00,52.2220589,07,52.19998628277677,20.0
739,21.017254,9329,2024-06-20 16:17:19,52.166542,3,56.81158537048398,20.0
192,21.01771,1064,2024-06-20 16:10:31,52.163681,2,72.36059770700456,20.0
192,21.0178437,1026,2024-06-20 15:53:28,52.1652287,06,54.26223614360154,20.0
518,20.992317,5977,2024-06-20 16:01:41,52.285755,011,55.27490869598857,19.0
188,21.075796,7319,2024-06-20 15:50:52,52.233234,07,59.75170188783896,19.0
138,21.034555,2045,2024-06-20 15:56:28,52.221584,011,54.83424326693545,19.0
709,21.017241,2016,2024-06-20 16:03:15,52.159668,6,51.14223168217549,19.0
518,20.9996,5992,2024-06-20 16:00:02,52.294,2,63.91114173684626,19.0
141,21.075491,7252,2024-06-20 15:48:53,52.233078,5,51.29167265110323,19.0
138,21.044857,5452,2024-06-20 15:49:14,52.224571,8,54.013100322544425,19.0
132,20.9923415,3419,2024-06-20 16:03:14,52.285884,3,60.093214266035964,19.0
414,20.9924516,3424,2024-06-20 15:57:50,52.2859035,06,55.99463189254128,19.0
188,21.075524,5202,2024-06-20 16:13:09,52.233113,1,61.1613189308074,19.0
156,20.9898998,1501,2024-06-20 16:03:12,52.2846963,6,56.11182285059277,19.0
518,20.9891733,3414,2024-06-20 16:19:49,52.2843983,3,76.48952605455302,19.0
331,21.017872,1992,2024-06-20 15:55:50,52.166019,03,52.46559018616746,19.0
509,20.9999177,7858,2024-06-20 15:59:11,52.2931619,10,55.31602564080311,19.0
151,21.0448915,7864,2024-06-20 16:00:16,52.2245854,3,51.83895160559245,19.0
523,21.075468,7881,2024-06-20 15:51:29,52.2330475,15,75.02439601934155,19.0
709,21.0176618,8310,2024-06-20 16:07:59,52.1597936,014,66.76636110932965,19.0
709,21.0176411,8310,2024-06-20 16:08:04,52.1606491,014,68.49917186129176,19.0
709,21.0177436,8896,2024-06-20 15:52:56,52.1569721,8,57.38695382347338,19.0
504,21.017319,8885,2024-06-20 15:55:24,52.1598536,011,57.234965933125935,19.0
514,21.0756366,8853,2024-06-20 15:49:07,52.2329766,1,88.64728755858053,19.0
143,21.0758225,8843,2024-06-20 15:53:10,52.2332279,011,62.97554574146126,19.0
411,21.0448586,8830,2024-06-20 15:52:01,52.2245018,720,59.23238771874298,19.0
188,21.0488589,7850,2024-06-20 15:49:01,52.2253884,3,51.66436305706936,19.0
151,21.0342104,7841,2024-06-20 16:07:48,52.2214711,07,51.445499004464644,19.0
151,21.0491797,7841,2024-06-20 15:49:29,52.2254634,07,52.92519131616419,19.0
502,21.0535092,7839,2024-06-20 16:15:30,52.2263224,462,50.06289583258376,19.0
525,21.0523872,7826,2024-06-20 15:58:12,52.2259516,5,52.84010713780234,19.0
525,21.0366355,7826,2024-06-20 15:55:01,52.222077,5,54.66184002741076,19.0
509,20.9961472,7808,2024-06-20 16:22:27,52.2967099,024,72.69589750092288,19.0
502,21.0448612,7754,2024-06-20 16:06:23,52.2245644,1,51.95781537202671,19.0
520,21.0530026,7747,2024-06-20 15:50:41,52.2260784,4,57.90718629183533,19.0
188,21.0755135,7728,2024-06-20 16:04:43,52.2330674,6,59.03759078272606,19.0
188,21.0367102,7728,2024-06-20 15:55:25,52.2220965,6,54.79986661173818,19.0
182,21.0525983,8576,2024-06-20 15:48:18,52.2260117,2,55.204987414286336,19.0
411,21.03666,8565,2024-06-20 15:53:56,52.222085,01,53.082443606916165,19.0
709,21.017205,8505,2024-06-20 15:49:36,52.165866,013,63.75475557704212,19.0
509,20.999363,8452,2024-06-20 16:04:56,52.293755,11,53.8180272828649,19.0
132,20.9922509,8445,2024-06-20 16:12:39,52.2861194,1,56.408866662911876,19.0
504,21.0170615,8806,2024-06-20 16:08:10,52.1657804,6,64.79464076446149,19.0
138,21.04883,8586,2024-06-20 16:22:57,52.22541,1,52.18525981985838,19.0
182,21.0752233,8576,2024-06-20 16:22:54,52.2332583,2,96.25566439793798,19.0
709,21.0178683,8346,2024-06-20 16:15:17,52.1570267,1,55.203859251474356,19.0
504,21.017623,8362,2024-06-20 15:59:56,52.166121,010,53.89024855046282,19.0
709,21.0177406,8328,2024-06-20 16:13:21,52.156881,2,54.51565327398878,19.0
114,20.993731,9912,2024-06-20 16:03:03,52.286762,010,50.11747250669949,19.0
739,21.017349,9304,2024-06-20 15:52:24,52.157413,1,56.15510043813682,19.0
211,21.000002,9078,2024-06-20 16:14:11,52.29311,08,61.062607190163234,19.0
739,21.017241,9328,2024-06-20 16:04:40,52.160767,2,51.252248145800415,19.0
739,21.017069,9329,2024-06-20 16:17:29,52.165234,3,52.556135118513026,19.0
516,20.999271,9420,2024-06-20 15:58:51,52.293774,1,63.75006112431168,19.0
326,20.989542,9438,2024-06-20 16:04:05,52.284569,2,60.85295206175505,18.0
520,21.0372943,8850,2024-06-20 15:57:31,52.2222028,011,54.52314557830464,18.0
709,21.0172156,8891,2024-06-20 16:14:23,52.1613046,012,58.12049020162711,18.0
326,20.999838,9438,2024-06-20 16:06:08,52.293831,2,51.179041506108824,18.0
739,21.01783,9329,2024-06-20 15:50:14,52.165527,3,52.7689120332038,18.0
331,21.0177721,1990,2024-06-20 16:08:30,52.1568089,04,58.13060691568704,18.0
331,21.0172292,1904,2024-06-20 15:49:16,52.1597696,01,57.09494067269708,18.0
192,21.017254,1026,2024-06-20 16:05:40,52.160843,06,66.65004276026316,18.0
192,21.017334,1028,2024-06-20 15:49:39,52.166763,1,59.26677141035524,18.0
192,21.017118,1064,2024-06-20 16:22:26,52.16544,2,64.17558452407913,18.0
192,21.017233,1064,2024-06-20 16:22:59,52.160862,2,55.799475031902766,18.0
156,20.9880691,1501,2024-06-20 16:03:02,52.2838533,6,57.26119994301132,18.0
156,20.9926018,1501,2024-06-20 16:03:27,52.285938,6,55.17053888980152,18.0
192,21.017168,1026,2024-06-20 16:05:23,52.163673,06,55.09398280328131,18.0
192,21.0176392,1026,2024-06-20 15:53:02,52.1615859,06,60.640219907526586,18.0
138,21.034121,5420,2024-06-20 16:10:55,52.221455,4,50.41336518700476,18.0
186,20.995776,5211,2024-06-20 16:18:43,52.297076,018,59.764989525845614,18.0
188,21.053809,5202,2024-06-20 16:09:47,52.22623,1,53.78217498718342,18.0
134,20.991875,4413,2024-06-20 15:59:11,52.285622,2,55.85995840984685,18.0
134,20.992559,4402,2024-06-20 16:20:03,52.285927,3,53.94828029206552,18.0
134,20.9888,4402,2024-06-20 15:51:29,52.284531,3,52.04178085379312,18.0
518,20.9776304,3443,2024-06-20 16:22:24,52.2789302,012,90.28842415817087,18.0
132,20.9774858,3419,2024-06-20 16:01:24,52.2789763,3,51.53001461468268,18.0
518,20.9997078,3414,2024-06-20 16:21:40,52.2938668,3,51.68316159371138,18.0
518,20.9922043,3414,2024-06-20 16:20:05,52.2857865,3,57.94994875983646,18.0
138,21.054159,2045,2024-06-20 16:02:41,52.226334,011,58.92812870172336,18.0
138,21.036715,2045,2024-06-20 15:56:38,52.222115,011,57.07485937638698,18.0
709,21.017103,2016,2024-06-20 16:02:03,52.165405,6,51.288609085957816,18.0
331,21.017698,1997,2024-06-20 16:23:00,52.160732,05,52.68452178932221,18.0
331,21.017746,1992,2024-06-20 15:54:49,52.15741,03,55.03977527989497,18.0
331,21.0178604,1990,2024-06-20 16:09:31,52.1656467,04,56.86951882763647,18.0
188,21.0504881,7838,2024-06-20 16:03:18,52.2257237,4,50.081427408102805,18.0
525,21.0341574,7826,2024-06-20 15:54:49,52.2214602,5,51.53263576834012,18.0
520,21.048976,7825,2024-06-20 16:00:16,52.2254097,7,53.842175894559816,18.0
520,21.0518996,7825,2024-06-20 16:00:02,52.2259917,7,54.065435447981194,18.0
182,21.0496982,7818,2024-06-20 15:48:26,52.2255709,7,53.38045188482514,18.0
509,20.9993781,7808,2024-06-20 16:22:50,52.2936464,024,63.4476567831444,18.0
502,21.0496417,7754,2024-06-20 16:06:00,52.2255402,1,60.424839578313566,18.0
521,21.1331299,7744,2024-06-20 16:09:38,52.2316581,010,59.39878705712878,18.0
502,21.0533096,7708,2024-06-20 15:52:59,52.2261233,467,51.36772604293708,18.0
186,20.989771,7203,2024-06-20 16:01:02,52.284969,017,51.13954059197793,18.0
186,20.988849,6231,2024-06-20 15:51:46,52.284278,014,55.460951187449744,18.0
518,20.989582,5977,2024-06-20 16:01:26,52.284534,011,65.13963639695294,18.0
132,20.989576,5453,2024-06-20 16:12:59,52.284615,09,56.205149023377146,18.0
112,20.989502,5443,2024-06-20 16:05:46,52.284607,7,54.41355487744302,18.0
705,20.977509,5421,2024-06-20 15:58:46,52.279343,1,60.051648577586015,18.0
705,20.988379,5421,2024-06-20 15:56:39,52.284313,1,64.20597476992224,18.0
518,20.9957433,8584,2024-06-20 16:02:57,52.29707,6,70.61457747852725,18.0
132,20.9886717,8580,2024-06-20 15:55:32,52.284465,4,50.248904785774336,18.0
504,21.0175967,8523,2024-06-20 16:10:18,52.1613583,3,80.02205539333107,18.0
727,21.017421,8501,2024-06-20 16:06:47,52.166878,04,57.690372546649094,18.0
705,20.999737,8460,2024-06-20 15:56:24,52.293953,07,55.1683116050734,18.0
731,20.999399,8455,2024-06-20 16:18:51,52.293716,479,57.690159818735665,18.0
731,20.995794,8455,2024-06-20 16:18:20,52.297058,479,57.50190559599884,18.0
143,21.0541336,8311,2024-06-20 16:09:11,52.2263443,4,50.33665251976674,18.0
182,21.0533305,7874,2024-06-20 16:08:30,52.2261358,4,53.15228193896349,18.0
143,21.0538782,7870,2024-06-20 16:00:16,52.2262331,3,55.47316362806113,18.0
151,21.0341134,7864,2024-06-20 16:18:28,52.2214409,3,54.90260848173874,18.0
502,21.054266,7861,2024-06-20 16:01:30,52.2263762,719,57.02286850569534,18.0
