Line,Brigade,VehicleNumber,Stop,Expected,Actual,LateMins
111,013,5930,5157_02,15:56:00,16:13:44,17.73
111,013,5930,5157_02,15:56:00,16:14:09,18.15
111,013,5930,5157_02,15:56:00,16:14:25,18.42
111,013,5930,5157_02,15:56:00,16:14:25,18.42
111,013,5930,5157_02,15:56:00,16:14:40,18.67
111,013,5930,5157_02,15:56:00,16:14:50,18.83
111,013,5930,5157_02,15:56:00,16:15:05,19.08
111,013,5930,5157_02,15:56:00,16:15:27,19.45
111,013,5930,5157_02,15:56:00,16:15:27,19.45
111,013,5930,5157_02,15:56:00,16:15:37,19.62
111,013,5930,5157_02,15:56:00,16:15:52,19.87
111,013,5930,5157_02,15:56:00,16:16:22,20.37
111,013,5930,5157_02,15:56:00,16:16:22,20.37
111,013,5930,5157_02,15:56:00,16:16:49,20.82
111,013,5930,5157_02,15:56:00,16:16:49,20.82
111,013,5930,5157_02,15:56:00,16:17:02,21.03
111,013,5930,5157_02,15:56:00,16:17:17,21.28
111,013,5930,5157_02,15:56:00,16:17:25,21.42
111,013,5930,5157_02,15:56:00,16:17:41,21.68
112,1,3460,5160_02,16:00:00,16:16:19,16.32
112,1,3460,5160_02,16:00:00,16:16:19,16.32
112,1,3460,5160_02,16:00:00,16:16:49,16.82
112,1,3460,5160_02,16:00:00,16:16:49,16.82
112,1,3460,5161_02,15:57:00,16:11:49,14.82
112,1,3460,5161_02,15:57:00,16:11:59,14.98
112,1,3460,5161_02,15:57:00,16:12:14,15.23
112,1,3460,5161_02,15:57:00,16:12:23,15.38
112,1,3460,5161_02,15:57:00,16:12:33,15.55
L-7,2,60060,5197_01,15:48:00,15:55:52,7.87
L-7,2,60060,5197_01,15:48:00,15:55:52,7.87
L-7,2,60060,5197_01,15:48:00,15:55:52,7.87
L-7,2,60060,5197_01,15:48:00,15:55:52,7.87
L-7,2,60060,5197_01,15:48:00,15:55:52,7.87
L-7,2,60060,5197_01,15:48:00,15:55:52,7.87
L-7,2,60060,5197_01,15:48:00,15:55:52,7.87
L-7,2,60060,5197_01,15:48:00,15:55:52,7.87
L-7,2,60060,5197_01,15:48:00,15:55:52,7.87
L-7,2,60060,5800_01,15:43:00,15:49:52,6.87
L-7,2,60060,5800_01,15:43:00,15:49:52,6.87
L-7,2,60060,5800_01,15:43:00,15:49:52,6.87
L-7,2,60060,5800_01,15:43:00,15:49:52,6.87
L-7,2,60060,5800_01,15:43:00,15:49:52,6.87
L-7,2,60060,5800_01,15:43:00,15:49:52,6.87
L-7,2,60060,5800_01,15:43:00,15:49:52,6.87
L-7,2,60060,5800_01,15:43:00,15:49:52,6.87
L-7,2,60060,5800_01,15:43:00,15:49:52,6.87
L-7,2,60060,5800_01,15:43:00,15:49:52,6.87
L-7,2,60060,5800_01,15:43:00,15:49:52,6.87
303,2,4411,6003_09,16:19:00,16:23:12,4.2
303,2,4411,6003_09,16:19:00,16:23:23,4.38
303,2,4411,6013_05,15:57:00,15:58:12,1.2
303,2,4411,6013_05,15:57:00,15:58:19,1.32
303,2,4411,6014_01,15:55:00,15:56:10,1.17
303,2,4411,6014_01,15:55:00,15:56:21,1.35
303,2,4411,6014_01,15:55:00,15:56:25,1.42
303,2,4411,6014_01,15:55:00,15:56:39,1.65
303,2,4411,6015_01,15:54:00,15:55:50,1.83
303,2,4411,6015_02,15:31:00,15:55:25,24.42
303,2,4411,6015_02,15:31:00,15:55:25,24.42
303,2,4411,6015_02,15:31:00,15:55:35,24.58
303,3,1506,6015_02,16:01:00,16:07:21,6.35
303,3,1506,6015_02,16:01:00,16:07:21,6.35
303,3,1506,6015_02,16:01:00,16:07:44,6.73
303,2,4411,6016_01,15:53:00,15:54:03,1.05
303,2,4411,6016_01,15:53:00,15:54:26,1.43
303,2,4411,6016_01,15:53:00,15:54:31,1.52
303,2,4411,6016_02,15:32:00,15:53:51,21.85
303,3,1506,6016_02,16:02:00,16:09:34,7.57
303,3,1506,6016_02,16:02:00,16:09:59,7.98
303,3,1506,6016_02,16:02:00,16:09:59,7.98
303,3,1506,6016_02,16:02:00,16:10:11,8.18
303,2,4411,6017_01,15:51:00,15:52:51,1.85
303,2,4411,6017_01,15:51:00,15:52:51,1.85
303,2,4411,6017_01,15:51:00,15:53:01,2.02
303,2,4411,6017_01,15:51:00,15:53:11,2.18
303,2,4411,6017_04,15:34:00,15:52:26,18.43
303,2,4411,6017_04,15:34:00,15:52:26,18.43
303,3,1506,6017_04,16:04:00,16:13:09,9.15
303,3,1506,6017_04,16:04:00,16:13:09,9.15
303,3,1506,6017_04,16:04:00,16:13:24,9.4
303,3,1506,6017_04,16:04:00,16:13:34,9.57
303,3,1506,6017_04,16:04:00,16:13:44,9.73
303,2,4411,6020_01,16:07:00,16:11:01,4.02
303,2,4411,6020_01,16:07:00,16:11:12,4.2
303,2,4411,6020_01,16:07:00,16:11:12,4.2
303,2,4411,6020_01,16:07:00,16:11:24,4.4
303,2,4411,6020_01,16:07:00,16:11:35,4.58
303,2,4411,6020_01,16:07:00,16:11:49,4.82
303,2,4411,6020_01,16:07:00,16:11:59,4.98
303,2,4411,6021_01,16:06:00,16:10:01,4.02
303,2,4411,6021_01,16:06:00,16:10:01,4.02
303,2,4411,6021_01,16:06:00,16:10:12,4.2
303,2,4411,6021_01,16:06:00,16:10:28,4.47
303,2,4411,6023_01,16:05:00,16:07:24,2.4
303,2,4411,6023_01,16:05:00,16:07:24,2.4
303,2,4411,6023_01,16:05:00,16:07:48,2.8
303,2,4411,6023_01,16:05:00,16:07:58,2.97
303,2,4411,6023_01,16:05:00,16:07:58,2.97
303,2,4411,6023_01,16:05:00,16:08:10,3.17
303,2,4411,6023_01,16:05:00,16:08:25,3.42
303,2,4411,6023_01,16:05:00,16:08:30,3.5
303,2,4411,6023_01,16:05:00,16:08:43,3.72
303,2,4411,6023_01,16:05:00,16:08:43,3.72
303,2,4411,6040_05,16:14:00,16:19:15,5.25
303,2,4411,6040_05,16:14:00,16:19:15,5.25
303,2,4411,6040_05,16:14:00,16:19:24,5.4
303,2,4411,6041_01,16:12:00,16:17:15,5.25
303,2,4411,6041_01,16:12:00,16:17:21,5.35
303,2,4411,6041_01,16:12:00,16:17:41,5.68
303,2,4411,6043_01,16:10:00,16:14:27,4.45
303,2,4411,6043_01,16:10:00,16:14:27,4.45
303,2,4411,6043_01,16:10:00,16:14:44,4.73
303,2,4411,6043_01,16:10:00,16:14:54,4.9
303,2,4411,6043_01,16:10:00,16:15:03,5.05
303,2,4411,6055_01,16:01:00,16:02:05,1.08
303,2,4411,6055_01,16:01:00,16:02:05,1.08
303,2,4411,6055_01,16:01:00,16:02:28,1.47
303,2,4411,6055_01,16:01:00,16:02:43,1.72
303,2,4411,6055_05,16:02:00,16:03:53,1.88
303,2,4411,6055_05,16:02:00,16:03:53,1.88
303,2,4411,6055_05,16:02:00,16:04:08,2.13
303,2,4411,6055_05,16:02:00,16:04:17,2.28
303,2,4411,6055_05,16:02:00,16:04:26,2.43
303,2,4411,6055_05,16:02:00,16:04:39,2.65
303,2,4411,6055_05,16:02:00,16:04:39,2.65
303,2,4411,6055_05,16:02:00,16:04:57,2.95
303,2,4411,6057_03,16:00:00,16:01:02,1.03
303,2,4411,6057_03,16:00:00,16:01:02,1.03
303,2,4411,6057_03,16:00:00,16:01:28,1.47
303,2,4411,6057_03,16:00:00,16:01:28,1.47
303,2,4411,6057_03,16:00:00,16:01:43,1.72
303,3,1506,6062_01,16:18:00,16:23:24,5.4
303,2,4411,6062_02,15:37:00,15:49:38,12.63
303,3,1506,6062_02,16:07:00,16:16:47,9.78
303,3,1506,6062_02,16:07:00,16:16:47,9.78
303,3,1506,6062_02,16:07:00,16:17:04,10.07
303,3,1506,6062_02,16:07:00,16:23:24,16.4
303,3,1506,6069_01,16:16:00,16:18:49,2.82
303,3,1506,6069_02,16:09:00,16:18:49,9.82
303,3,1506,6069_02,16:09:00,16:21:14,12.23
303,3,1506,6069_02,16:09:00,16:21:14,12.23
303,3,1506,6069_03,16:15:00,16:19:14,4.23
303,3,1506,6069_03,16:15:00,16:19:14,4.23
303,3,1506,6069_03,16:15:00,16:19:24,4.4
303,3,1506,6069_03,16:15:00,16:19:49,4.82
303,3,1506,6069_03,16:15:00,16:19:49,4.82
303,3,1506,6069_03,16:15:00,16:20:04,5.07
303,3,1506,6069_03,16:15:00,16:20:09,5.15
303,3,1506,6069_03,16:15:00,16:20:39,5.65
303,3,1506,6069_03,16:15:00,16:20:39,5.65
303,2,4411,6070_01,15:58:00,15:59:10,1.17
303,2,4411,6070_01,15:58:00,15:59:25,1.42
303,2,4411,6070_01,15:58:00,15:59:37,1.62
303,2,4411,6070_01,15:58:00,15:59:44,1.73
303,2,4411,6071_01,15:47:00,15:48:52,1.87
303,2,4411,6071_01,15:47:00,15:49:02,2.03
303,2,4411,6071_01,15:47:00,15:49:02,2.03
303,3,1506,6071_01,16:17:00,16:22:13,5.22
303,3,1506,6071_01,16:17:00,16:22:13,5.22
303,3,1506,6071_01,16:17:00,16:22:24,5.4
303,2,4411,6071_02,15:38:00,15:48:22,10.37
303,2,4411,6071_02,15:38:00,15:48:52,10.87
303,3,1506,6071_02,16:08:00,16:18:00,10.0
303,3,1506,6071_02,16:08:00,16:18:00,10.0
303,3,1506,6071_02,16:08:00,16:22:13,14.22
303,3,1506,6071_02,16:08:00,16:22:13,14.22
303,2,4411,6072_01,15:48:00,15:49:28,1.47
303,2,4411,6072_01,15:48:00,15:49:38,1.63
303,3,1506,6072_01,16:18:00,16:23:02,5.03
303,3,1506,6072_01,16:18:00,16:23:14,5.23
303,3,1506,6072_01,16:18:00,16:23:24,5.4
303,2,4411,6072_02,15:37:00,15:49:38,12.63
303,3,1506,6072_02,16:07:00,16:16:47,9.78
303,3,1506,6072_02,16:07:00,16:16:47,9.78
303,3,1506,6072_02,16:07:00,16:17:04,10.07
303,3,1506,6072_02,16:07:00,16:23:02,16.03
303,3,1506,6072_02,16:07:00,16:23:14,16.23
303,3,1506,6072_02,16:07:00,16:23:24,16.4
303,2,4411,6073_01,15:49:00,15:50:03,1.05
303,2,4411,6073_01,15:49:00,15:50:03,1.05
303,2,4411,6073_01,15:49:00,15:50:14,1.23
303,2,4411,6073_01,15:49:00,15:50:24,1.4
303,2,4411,6073_01,15:49:00,15:50:39,1.65
303,2,4411,6073_02,15:36:00,15:50:14,14.23
303,2,4411,6073_02,15:36:00,15:50:24,14.4
303,2,4411,6073_02,15:36:00,15:50:39,14.65
303,2,4411,6073_02,15:36:00,15:50:54,14.9
303,3,1506,6073_02,16:06:00,16:15:04,9.07
303,3,1506,6073_02,16:06:00,16:15:29,9.48
303,3,1506,6073_02,16:06:00,16:15:29,9.48
303,2,4411,6074_01,15:50:00,15:51:15,1.25
303,2,4411,6074_01,15:50:00,15:51:26,1.43
303,2,4411,6074_01,15:50:00,15:51:51,1.85
303,2,4411,6074_01,15:50:00,15:51:51,1.85
303,2,4411,6074_02,15:35:00,15:51:51,16.85
303,2,4411,6074_02,15:35:00,15:51:51,16.85
303,2,4411,6074_02,15:35:00,15:52:03,17.05
303,3,1506,6074_02,16:05:00,16:14:10,9.17
303,3,1506,6074_02,16:05:00,16:14:24,9.4
303,3,1506,6074_02,16:05:00,16:14:24,9.4
303,2,4411,6087_01,16:09:00,16:13:01,4.02
303,2,4411,6087_01,16:09:00,16:13:12,4.2
303,2,4411,6087_01,16:09:00,16:13:12,4.2
303,2,4411,6087_01,16:09:00,16:13:23,4.38
303,2,4411,6087_01,16:09:00,16:13:36,4.6
303,2,4411,6087_01,16:09:00,16:13:45,4.75
303,2,4411,6087_01,16:09:00,16:14:07,5.12
303,2,4411,6094_05,16:16:00,16:20:03,4.05
303,2,4411,6094_05,16:16:00,16:20:15,4.25
303,2,4411,6094_05,16:16:00,16:20:38,4.63
303,2,4411,6094_05,16:16:00,16:20:38,4.63
303,2,4411,6094_05,16:16:00,16:21:17,5.28
303,2,4411,6094_05,16:16:00,16:21:17,5.28
303,2,4411,6094_05,16:16:00,16:21:37,5.62
303,2,4411,6094_05,16:16:00,16:21:37,5.62
303,2,4411,6097_01,16:03:00,16:05:56,2.93
303,2,4411,6097_01,16:03:00,16:06:09,3.15
303,2,4411,6097_01,16:03:00,16:06:22,3.37
303,2,4411,6097_01,16:03:00,16:06:30,3.5
303,2,4411,6097_01,16:03:00,16:06:58,3.97
303,2,4411,6097_01,16:03:00,16:06:58,3.97
303,2,4411,6098_01,16:17:00,16:22:16,5.27
303,2,4411,6098_01,16:17:00,16:22:16,5.27
303,2,4411,6098_01,16:17:00,16:22:23,5.38
303,2,4411,6098_01,16:17:00,16:22:46,5.77
186,9,9953,6129_04,15:47:00,15:49:55,2.92
186,9,9953,6129_04,15:47:00,15:49:55,2.92
186,9,9953,6129_04,15:47:00,15:49:55,2.92
186,9,9953,6129_04,15:47:00,15:49:55,2.92
186,9,9953,6129_04,15:47:00,15:49:55,2.92
186,9,9953,6129_04,15:47:00,15:50:25,3.42
122,015,4204,6155_03,16:20:00,16:21:07,1.12
122,015,4204,6155_03,16:20:00,16:21:07,1.12
750,1,777,6401_02,15:54:00,15:55:33,1.55
750,1,777,6401_02,15:54:00,15:55:33,1.55
750,1,777,6401_02,15:54:00,15:55:33,1.55
750,1,777,6401_02,15:54:00,15:56:03,2.05
750,1,777,6401_02,15:54:00,15:56:03,2.05
750,1,777,6401_02,15:54:00,15:56:03,2.05
L-7,2,60060,6812_01,15:41:00,15:47:52,6.87
L-7,2,60060,6812_01,15:41:00,15:47:52,6.87
L-7,2,60060,6812_01,15:41:00,15:47:52,6.87
L-7,2,60060,6812_01,15:41:00,15:47:52,6.87
L-7,2,60060,6812_01,15:41:00,15:47:52,6.87
L-7,2,60060,6812_01,15:41:00,15:47:52,6.87
L-7,2,60060,6812_01,15:41:00,15:47:52,6.87
L-7,2,60060,6812_01,15:41:00,15:47:52,6.87
L-7,2,60060,6812_01,15:41:00,15:47:52,6.87
160,715,8862,7001_02,16:18:00,16:19:12,1.2
160,715,8862,7001_02,16:18:00,16:19:12,1.2
175,705,5876,7002_01,15:57:00,16:08:06,11.1
175,705,5876,7002_01,15:57:00,16:08:23,11.38
175,705,5876,7002_01,15:57:00,16:08:27,11.45
175,705,5876,7002_01,15:57:00,16:08:46,11.77
175,705,5876,7002_01,15:57:00,16:08:46,11.77
175,705,5876,7002_01,15:57:00,16:09:16,12.27
175,705,5876,7002_01,15:57:00,16:09:25,12.42
138,011,2045,7009_01,15:49:00,15:54:02,5.03
138,011,2045,7009_01,15:49:00,15:54:23,5.38
138,011,2045,7009_01,15:49:00,15:54:28,5.47
175,705,5876,7013_15,16:00:00,16:13:03,13.05
175,705,5876,7013_15,16:00:00,16:13:10,13.17
175,705,5876,7013_15,16:00:00,16:13:10,13.17
175,705,5876,7013_15,16:00:00,16:13:26,13.43
175,705,5876,7013_15,16:00:00,16:13:37,13.62
175,705,5876,7013_15,16:00:00,16:13:47,13.78
175,705,5876,7013_15,16:00:00,16:14:09,14.15
175,705,5876,7013_15,16:00:00,16:14:26,14.43
175,705,5876,7013_15,16:00:00,16:14:26,14.43
111,013,5930,7016_02,15:47:00,15:57:22,10.37
111,013,5930,7016_02,15:47:00,15:57:31,10.52
111,013,5930,7016_02,15:47:00,15:57:56,10.93
111,013,5930,7016_02,15:47:00,15:57:56,10.93
111,013,5930,7016_02,15:47:00,15:58:11,11.18
111,013,5930,7016_02,15:47:00,15:58:21,11.35
111,013,5930,7016_02,15:47:00,15:58:47,11.78
111,013,5930,7016_02,15:47:00,15:58:47,11.78
111,013,5930,7016_02,15:47:00,15:58:57,11.95
111,013,5930,7016_02,15:47:00,15:59:11,12.18
180,11,5985,7017_03,16:17:00,16:18:07,1.12
180,11,5985,7017_03,16:17:00,16:18:07,1.12
180,11,5985,7017_03,16:17:00,16:18:28,1.47
180,11,5985,7017_03,16:17:00,16:18:28,1.47
180,11,5985,7017_03,16:17:00,16:18:42,1.7
180,11,5985,7017_03,16:17:00,16:18:53,1.88
180,11,5985,7023_01,16:15:00,16:16:22,1.37
180,11,5985,7023_01,16:15:00,16:16:22,1.37
111,013,5930,7023_02,15:52:00,16:01:39,9.65
111,013,5930,7023_02,15:52:00,16:02:03,10.05
111,013,5930,7023_02,15:52:00,16:02:03,10.05
111,013,5930,7023_02,15:52:00,16:02:26,10.43
111,013,5930,7023_02,15:52:00,16:02:41,10.68
111,013,5930,7023_02,15:52:00,16:21:14,29.23
111,013,5930,7023_02,15:52:00,16:21:14,29.23
111,013,5930,7023_02,15:52:00,16:21:41,29.68
111,013,5930,7023_02,15:52:00,16:21:41,29.68
111,013,5930,7023_02,15:52:00,16:21:54,29.9
111,013,5930,7024_02,15:50:00,16:00:13,10.22
111,013,5930,7024_02,15:50:00,16:00:49,10.82
111,013,5930,7024_02,15:50:00,16:00:59,10.98
111,013,5930,7024_02,15:50:00,16:00:59,10.98
111,013,5930,7026_02,15:45:00,15:55:37,10.62
111,013,5930,7026_02,15:45:00,15:55:48,10.8
111,013,5930,7026_02,15:45:00,15:55:59,10.98
111,013,5930,7026_02,15:45:00,15:56:09,11.15
111,013,5930,7027_02,15:44:00,15:53:38,9.63
111,013,5930,7027_02,15:44:00,15:53:49,9.82
111,013,5930,7027_02,15:44:00,15:54:03,10.05
111,013,5930,7027_02,15:44:00,15:54:25,10.42
175,705,5876,7033_01,16:02:00,16:15:06,13.1
175,705,5876,7033_01,16:02:00,16:15:28,13.47
175,705,5876,7033_01,16:02:00,16:15:28,13.47
175,705,5876,7033_01,16:02:00,16:15:41,13.68
175,705,5876,7033_01,16:02:00,16:15:53,13.88
138,011,2045,7036_02,15:48:00,15:52:26,4.43
138,011,2045,7036_02,15:48:00,15:52:26,4.43
138,011,2045,7036_02,15:48:00,15:52:48,4.8
138,011,2045,7036_02,15:48:00,15:52:48,4.8
138,011,2045,7036_02,15:48:00,15:52:59,4.98
138,011,2045,7036_02,15:48:00,15:53:13,5.22
138,011,2045,7036_02,15:48:00,15:53:27,5.45
138,011,2045,7036_02,15:48:00,15:53:37,5.62
180,433,5902,7037_02,15:57:00,16:07:58,10.97
180,433,5902,7037_02,15:57:00,16:07:58,10.97
180,433,5902,7037_02,15:57:00,16:08:08,11.13
180,433,5902,7037_02,15:57:00,16:08:23,11.38
138,011,2045,7037_55,15:50:00,15:55:26,5.43
138,011,2045,7037_55,15:50:00,15:55:26,5.43
138,011,2045,7037_55,15:50:00,15:55:32,5.53
138,011,2045,7037_55,15:50:00,15:55:47,5.78
138,011,2045,7037_55,15:50:00,15:55:26,5.43
138,011,2045,7037_55,15:50:00,15:55:26,5.43
138,011,2045,7037_55,15:50:00,15:55:32,5.53
138,011,2045,7037_55,15:50:00,15:55:47,5.78
138,011,2045,7037_55,15:50:00,15:55:26,5.43
138,011,2045,7037_55,15:50:00,15:55:26,5.43
138,011,2045,7037_55,15:50:00,15:55:32,5.53
138,011,2045,7037_55,15:50:00,15:55:47,5.78
180,433,5902,7038_02,15:58:00,16:09:13,11.22
180,433,5902,7038_02,15:58:00,16:09:23,11.38
180,433,5902,7038_02,15:58:00,16:09:23,11.38
180,433,5902,7038_02,15:58:00,16:09:23,11.38
180,433,5902,7038_02,15:58:00,16:09:23,11.38
180,433,5902,7038_02,15:58:00,16:10:10,12.17
180,433,5902,7040_02,16:00:00,16:11:31,11.52
180,433,5902,7040_02,16:00:00,16:11:31,11.52
180,433,5902,7040_02,16:00:00,16:11:51,11.85
180,433,5902,7040_02,16:00:00,16:12:11,12.18
180,433,5902,7040_02,16:00:00,16:12:24,12.4
180,433,5902,7040_02,16:00:00,16:12:37,12.62
180,433,5902,7040_02,16:00:00,16:12:49,12.82
180,433,5902,7040_02,16:00:00,16:12:58,12.97
180,433,5902,7042_02,16:03:00,16:14:08,11.13
180,433,5902,7042_02,16:03:00,16:14:25,11.42
180,433,5902,7042_02,16:03:00,16:14:25,11.42
180,433,5902,7042_02,16:03:00,16:14:41,11.68
180,433,5902,7042_02,16:03:00,16:14:51,11.85
180,433,5902,7042_02,16:03:00,16:15:06,12.1
175,705,5876,7042_02,16:06:00,16:17:18,11.3
175,705,5876,7042_02,16:06:00,16:17:28,11.47
175,705,5876,7042_02,16:06:00,16:17:42,11.7
175,705,5876,7042_02,16:06:00,16:18:06,12.1
175,705,5876,7042_02,16:06:00,16:18:06,12.1
128,700,5899,7044_02,15:45:00,15:48:14,3.23
128,700,5899,7044_02,15:45:00,15:48:14,3.23
111,013,5930,7044_02,15:42:00,15:51:50,9.83
111,013,5930,7044_02,15:42:00,15:51:50,9.83
111,013,5930,7044_02,15:42:00,15:51:59,9.98
111,013,5930,7044_02,15:42:00,15:52:26,10.43
111,013,5930,7044_02,15:42:00,15:52:26,10.43
180,433,5902,7044_02,16:06:00,16:18:06,12.1
180,433,5902,7044_02,16:06:00,16:18:06,12.1
180,433,5902,7044_02,16:06:00,16:18:26,12.43
180,433,5902,7044_02,16:06:00,16:18:26,12.43
180,433,5902,7044_02,16:06:00,16:18:40,12.67
175,705,5876,7044_02,16:09:00,16:19:53,10.88
175,705,5876,7044_02,16:09:00,16:19:53,10.88
175,705,5876,7044_02,16:09:00,16:20:05,11.08
175,705,5876,7044_02,16:09:00,16:20:14,11.23
180,433,5902,7045_02,16:07:00,16:19:15,12.25
180,433,5902,7045_02,16:07:00,16:19:15,12.25
180,433,5902,7045_02,16:07:00,16:19:25,12.42
180,433,5902,7046_02,16:08:00,16:20:06,12.1
180,433,5902,7046_02,16:08:00,16:20:18,12.3
180,433,5902,7046_02,16:08:00,16:20:37,12.62
180,433,5902,7046_02,16:08:00,16:20:37,12.62
180,11,5985,7048_01,16:21:00,16:22:12,1.2
180,11,5985,7048_01,16:21:00,16:22:12,1.2
180,11,5985,7048_01,16:21:00,16:22:26,1.43
180,11,5985,7048_01,16:21:00,16:22:48,1.8
180,433,5902,7048_02,16:10:00,16:21:52,11.87
180,433,5902,7048_02,16:10:00,16:22:14,12.23
180,433,5902,7048_02,16:10:00,16:22:14,12.23
180,433,5902,7048_02,16:10:00,16:22:24,12.4
175,700,5899,7049_01,16:11:00,16:12:01,1.02
111,013,5930,7049_02,15:40:00,15:48:23,8.38
111,013,5930,7049_02,15:40:00,15:48:53,8.88
111,013,5930,7049_02,15:40:00,15:49:02,9.03
111,013,5930,7049_02,15:40:00,15:49:02,9.03
111,013,5930,7049_02,15:40:00,15:49:13,9.22
111,013,5930,7049_02,15:40:00,15:49:26,9.43
111,013,5930,7049_02,15:40:00,15:49:41,9.68
111,013,5930,7049_02,15:40:00,15:50:01,10.02
111,013,5930,7049_02,15:40:00,15:50:01,10.02
111,013,5930,7049_02,15:40:00,15:50:17,10.28
111,013,5930,7049_02,15:40:00,15:50:28,10.47
111,013,5930,7049_02,15:40:00,15:50:39,10.65
111,013,5930,7049_02,15:40:00,15:50:53,10.88
111,013,5930,7049_02,15:40:00,15:51:03,11.05
111,013,5930,7049_02,15:40:00,15:51:14,11.23
180,433,5902,7049_02,16:04:00,16:15:29,11.48
180,433,5902,7049_02,16:04:00,16:15:29,11.48
180,433,5902,7049_02,16:04:00,16:15:39,11.65
180,433,5902,7049_02,16:04:00,16:15:51,11.85
180,433,5902,7049_02,16:04:00,16:16:17,12.28
180,433,5902,7049_02,16:04:00,16:16:17,12.28
180,433,5902,7049_02,16:04:00,16:16:47,12.78
180,433,5902,7049_02,16:04:00,16:16:47,12.78
180,433,5902,7049_02,16:04:00,16:17:05,13.08
175,705,5876,7049_02,16:07:00,16:18:41,11.68
175,705,5876,7049_02,16:07:00,16:18:53,11.88
175,705,5876,7049_02,16:07:00,16:19:13,12.22
175,705,5876,7049_02,16:07:00,16:19:13,12.22
180,433,5902,7050_02,16:12:00,16:22:50,10.83
180,433,5902,7050_02,16:12:00,16:23:00,11.0
180,433,5902,7050_02,16:12:00,16:23:12,11.2
180,433,5902,7050_02,16:12:00,16:23:22,11.37
138,011,2045,7071_01,15:52:00,15:56:38,4.63
138,011,2045,7071_01,15:52:00,15:56:59,4.98
138,011,2045,7071_01,15:52:00,15:56:59,4.98
138,011,2045,7076_01,15:53:00,15:58:47,5.78
138,011,2045,7076_01,15:53:00,15:58:47,5.78
138,011,2045,7076_01,15:53:00,15:58:57,5.95
138,011,2045,7076_01,15:53:00,15:59:07,6.12
138,011,2045,7076_01,15:53:00,15:59:18,6.3
138,011,2045,7076_01,15:53:00,15:59:35,6.58
138,011,2045,7076_01,15:53:00,15:59:48,6.8
138,011,2045,7076_01,15:53:00,16:00:03,7.05
138,011,2045,7076_01,15:53:00,16:00:03,7.05
138,011,2045,7076_01,15:53:00,16:00:15,7.25
138,011,2045,7076_01,15:53:00,16:00:52,7.87
138,011,2045,7076_01,15:53:00,16:00:59,7.98
138,011,2045,7076_01,15:53:00,16:00:59,7.98
180,11,5985,7078_01,16:19:00,16:20:03,1.05
180,11,5985,7083_03,16:14:00,16:15:01,1.02
111,013,5930,7083_04,15:53:00,16:03:31,10.52
111,013,5930,7083_04,15:53:00,16:03:50,10.83
111,013,5930,7083_04,15:53:00,16:03:50,10.83
111,013,5930,7083_04,15:53:00,16:04:07,11.12
111,013,5930,7083_04,15:53:00,16:04:19,11.32
111,013,5930,7083_04,15:53:00,16:04:29,11.48
111,013,5930,7083_04,15:53:00,16:04:43,11.72
111,013,5930,7083_04,15:53:00,16:04:43,11.72
111,013,5930,7083_04,15:53:00,16:04:58,11.97
111,013,5930,7083_04,15:53:00,16:05:21,12.35
111,013,5930,7083_04,15:53:00,16:05:21,12.35
111,013,5930,7083_04,15:53:00,16:05:42,12.7
111,013,5930,7083_04,15:53:00,16:05:42,12.7
111,013,5930,7083_04,15:53:00,16:05:58,12.97
111,013,5930,7083_04,15:53:00,16:06:08,13.13
111,013,5930,7083_04,15:53:00,16:20:05,27.08
111,013,5930,7083_04,15:53:00,16:20:18,27.3
111,013,5930,7083_04,15:53:00,16:20:38,27.63
111,013,5930,7083_04,15:53:00,16:20:38,27.63
200,1,1037,7094_01,15:38:00,15:48:14,10.23
200,1,1037,7094_01,15:38:00,15:48:14,10.23
200,1,1037,7094_01,15:38:00,15:48:25,10.42
200,1,1037,7094_01,15:38:00,15:48:51,10.85
200,1,1037,7094_01,15:38:00,15:49:02,11.03
200,1,1037,7094_01,15:38:00,15:49:02,11.03
200,1,1037,7094_01,15:38:00,15:49:15,11.25
200,1,1037,7094_01,15:38:00,15:49:25,11.42
200,1,1037,7094_01,15:38:00,15:49:41,11.68
200,1,1037,7094_01,15:38:00,15:50:01,12.02
200,1,1037,7094_01,15:38:00,15:50:01,12.02
200,1,1037,7094_01,15:38:00,15:50:16,12.27
200,1,1037,7094_01,15:38:00,15:50:26,12.43
200,1,1037,7094_01,15:38:00,15:50:41,12.68
180,433,5902,7095_02,15:55:00,16:06:18,11.3
180,433,5902,7095_02,15:55:00,16:06:18,11.3
111,013,5930,7099_02,15:49:00,15:59:26,10.43
111,013,5930,7099_02,15:49:00,15:59:35,10.58
111,013,5930,7099_02,15:49:00,15:59:48,10.8
